id,name,type,rarity,weight_class,bucket,via,set
2869,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
2913,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
2930,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3005,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3020,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3046,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3080,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3119,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3145,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3150,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3185,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3186,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3187,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3188,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3190,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3192,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3239,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3241,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3242,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3244,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3245,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3264,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3265,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3272,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3273,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3355,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3491,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3566,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3689,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
5353,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
5658,,Gathering,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
5749,,Gathering,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
6641,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7487,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7700,,Armor,Basic,Clothing,Core Tyria & non-expansion releases,unmatched-default-core,
8355,,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8433,,Armor,Rare,Light,Core Tyria & non-expansion releases,unmatched-default-core,
7295,Abaddon Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7310,Abaddon Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7302,Abaddon Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7333,Abaddon Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7311,Abaddon Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7313,Abaddon Longbow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7324,Abaddon Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7287,Abaddon Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7292,Abaddon Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7293,Abaddon Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7301,Abaddon Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7329,Abaddon Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7331,Abaddon Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7338,Abaddon Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7307,Abaddon Torch,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7314,Abaddon Warhorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7309,Abaddon's Mask,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
7326,Abaddon's Mask,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
7336,Abaddon's Mask,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
7322,Abaddon's Mask Skin,Armor,Basic,Clothing,Core Tyria & non-expansion releases,unmatched-default-core,
11779,Abomination Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11584,Abomination Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11800,Abomination Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11624,Abomination Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11641,Abomination Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11781,Abomination Longbow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11582,Abomination Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11602,Abomination Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11805,Abomination Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11610,Abomination Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11668,Abomination Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11646,Abomination Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11813,Abomination Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11737,Abomination Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11765,Abomination Torch,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11615,Abomination Warhorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
12113,Abyss Hunter Cape,Back,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10222,Abyss Stalker Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9272,Abyss Stalker Cape,Back,Masterwork,,Core Tyria & non-expansion releases,unmatched-default-core,
10210,Abyss Stalker Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10178,Abyss Stalker Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10184,Abyss Stalker Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10202,Abyss Stalker Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10209,Abyss Stalker Longbow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10204,Abyss Stalker Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10166,Abyss Stalker Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10203,Abyss Stalker Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10176,Abyss Stalker Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10177,Abyss Stalker Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10170,Abyss Stalker Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
12919,Abyss Stalker Spear,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10224,Abyss Stalker Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10187,Abyss Stalker Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10196,Abyss Stalker Torch,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10180,Abyss Stalker Warhorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9607,Abyssal Fractal Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9609,Abyssal Fractal Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9604,Abyssal Fractal Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9598,Abyssal Fractal Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9605,Abyssal Fractal Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9601,Abyssal Fractal Harpoon,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9595,Abyssal Fractal Longbow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9588,Abyssal Fractal Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9592,Abyssal Fractal Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9600,Abyssal Fractal Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9587,Abyssal Fractal Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9611,Abyssal Fractal Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9593,Abyssal Fractal Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9599,Abyssal Fractal Speargun,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9589,Abyssal Fractal Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9610,Abyssal Fractal Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9603,Abyssal Fractal Torch,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9606,Abyssal Fractal Trident,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9612,Abyssal Fractal Warhorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4851,Abyssal Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
13842,Accelerated Edge Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
13818,Accelerated Edge Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
13817,Accelerated Edge Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
12583,Acclaimed Militia Chestpiece,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
12587,Acclaimed Militia Chestpiece,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
12596,Acclaimed Militia Chestpiece,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
13789,Acclaimed Militia Leggings,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
13792,Acclaimed Militia Leggings,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
13793,Acclaimed Militia Leggings,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
4862,Accursed Chains,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
641,Accursed Guise,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
640,Accursed Leggings,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
642,Accursed Shoulders,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
643,Accursed Treads,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
645,Accursed Vambraces,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
644,Accursed Visage,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
160,Acolyte Boots,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
146,Acolyte Coat,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
249,Acolyte Gloves,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
157,Acolyte Mantle,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
173,Acolyte Mask,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
147,Acolyte Pants,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
6344,Ad Infinitum,Back,Legendary,,Core Tyria & non-expansion releases,unmatched-default-core,
4802,Adam,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4325,Adamant Guard Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4351,Adamant Guard Blade,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4228,Adamant Guard Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4281,Adamant Guard Cannon,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4338,Adamant Guard Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4322,Adamant Guard Gizmo,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4308,Adamant Guard Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4323,Adamant Guard Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4321,Adamant Guard Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4265,Adamant Guard Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4301,Adamant Guard Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4327,Adamant Guard Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4319,Adamant Guard Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4306,Adamant Guard Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4310,Adamant Guard Spear,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4347,Adamant Guard Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4280,Adamant Guard Torch,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4282,Adamant Guard Trident,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4289,Adamant Guard Warhorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
289,Adept Boots,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
273,Adept Coat,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
269,Adept Epaulets,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
270,Adept Gloves,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
263,Adept Helm,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
268,Adept Leggings,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
8783,Adina's Nexus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8803,Adina's Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
2335,Advanced Spinal Blades,Back,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
5483,Adventurer's Mantle,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
5486,Adventurer's Mantle,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
5487,Adventurer's Mantle,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
5480,Adventurer's Scarf,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
5482,Adventurer's Scarf,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
5484,Adventurer's Scarf,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
5481,Adventurer's Spectacles,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
5485,Adventurer's Spectacles,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
5488,Adventurer's Spectacles,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
4819,Aether,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10330,Aetherblade Blindfold,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
10357,Aetherblade Blindfold,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
10471,Aetherblade Blindfold,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
1319,Aetherblade Heavy Gauntlets,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
1308,Aetherblade Heavy Legplates,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
1307,Aetherblade Heavy Pauldrons,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
1316,Aetherblade Heavy Warboots,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
1322,Aetherblade Heavy Warhelm,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
1313,Aetherblade Heavy Warplate,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
1320,Aetherblade Light Gloves,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
1323,Aetherblade Light Goggles,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
1309,Aetherblade Light Mantle,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
1310,Aetherblade Light Pants,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
1317,Aetherblade Light Shoes,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
1314,Aetherblade Light Vest,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
1321,Aetherblade Medium Armguards,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
1318,Aetherblade Medium Boots,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
1324,Aetherblade Medium Helmet,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
1315,Aetherblade Medium Jerkin,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
1311,Aetherblade Medium Leggings,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
1312,Aetherblade Medium Shoulderpads,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
11140,Aetherized Arsenite Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11114,Aetherized Arsenite Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11138,Aetherized Arsenite Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3748,Aetherized Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3798,Aetherized Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3746,Aetherized Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
